,Year,Region,Round,Seed,Team,Location,OpponentSeed,Opponent,WinningTeam
1081,2000,south,2,7,Tulsa,"Nashville, TN",2,Cincinnati,Tulsa
1082,2000,south,3,8,UNC,"Austin, TX",4,Tennessee,UNC
1083,2000,south,3,6,Miami (FL),"Austin, TX",7,Tulsa,Tulsa
1084,2000,south,4,8,UNC,"Austin, TX",7,Tulsa,UNC
1085,2000,west,1,1,Arizona,"Tucson, AZ",16,Jackson State,Arizona
1086,2000,west,1,8,Wisconsin,"Tucson, AZ",9,Fresno State,Wisconsin
1087,2000,west,1,5,Texas,"Tucson, AZ",12,Indiana State,Texas
1088,2000,west,1,4,LSU,"Tucson, AZ",13,Southeast Missouri State,LSU
1089,2000,west,1,6,Purdue,"Salt Lake City, UT",11,Dayton,Purdue
1090,2000,west,1,3,Oklahoma,"Salt Lake City, UT",14,Winthrop,Oklahoma
1091,2000,west,1,7,Louisville,"Salt Lake City, UT",10,Gonzaga,Gonzaga
1092,2000,west,1,2,St. John's (NY),"Salt Lake City, UT",15,Northern Arizona,St. John's (NY)
1093,2000,west,2,1,Arizona,"Tucson, AZ",8,Wisconsin,Wisconsin
1094,2000,west,2,5,Texas,"Tucson, AZ",4,LSU,LSU
1095,2000,west,2,6,Purdue,"Salt Lake City, UT",3,Oklahoma,Purdue
1096,2000,west,2,10,Gonzaga,"Salt Lake City, UT",2,St. John's (NY),Gonzaga
1097,2000,west,3,8,Wisconsin,"Albuquerque, NM",4,LSU,Wisconsin
1098,2000,west,3,6,Purdue,"Albuquerque, NM",10,Gonzaga,Purdue
1099,2000,west,4,8,Wisconsin,"Albuquerque, NM",6,Purdue,Wisconsin
1100,2000,final four,5,1,Michigan State,"Indianapolis, IN",8,Wisconsin,Michigan State
1101,2000,final four,5,8,UNC,"Indianapolis, IN",5,Florida,Florida
1102,2000,final four,6,1,Michigan State,"Indianapolis, IN",5,Florida,Michigan State
1103,1999,east,1,1,Duke,"Charlotte, NC",16,Florida A&M;,Duke
1104,1999,east,1,8,College of Charleston,"Charlotte, NC",9,Tulsa,Tulsa
1105,1999,east,1,5,Wisconsin,"Charlotte, NC",12,Missouri State,Missouri State
1106,1999,east,1,4,Tennessee,"Charlotte, NC",13,Delaware,Tennessee
1107,1999,east,1,6,Temple,"Boston, MA",11,Kent State,Temple
1108,1999,east,1,3,Cincinnati,"Boston, MA",14,George Mason,Cincinnati
1109,1999,east,1,7,Texas,"Boston, MA",10,Purdue,Purdue
1110,1999,east,1,2,Miami (FL),"Boston, MA",15,Lafayette,Miami (FL)
1111,1999,east,2,1,Duke,"Charlotte, NC",9,Tulsa,Duke
1112,1999,east,2,12,Missouri State,"Charlotte, NC",4,Tennessee,Missouri State
1113,1999,east,2,6,Temple,"Boston, MA",3,Cincinnati,Temple
1114,1999,east,2,10,Purdue,"Boston, MA",2,Miami (FL),Purdue
1115,1999,east,3,1,Duke,"East Rutherford, NJ",12,Missouri State,Duke
1116,1999,east,3,6,Temple,"East Rutherford, NJ",10,Purdue,Temple
1117,1999,east,4,1,Duke,"East Rutherford, NJ",6,Temple,Duke
1118,1999,midwest,1,1,Michigan State,"New Orleans, LA",16,Mount St. Mary's,Michigan State
1119,1999,midwest,1,8,Villanova,"New Orleans, LA",9,Ole Miss,Ole Miss
1120,1999,midwest,1,5,Charlotte,"New Orleans, LA",12,Rhode Island,Charlotte
1121,1999,midwest,1,4,Arizona,"New Orleans, LA",13,Oklahoma,Oklahoma
1122,1999,midwest,1,6,Kansas,"Milwaukee, WI",11,Evansville,Kansas
1123,1999,midwest,1,3,Kentucky,"Milwaukee, WI",14,New Mexico State,Kentucky
1124,1999,midwest,1,7,Washington,"Milwaukee, WI",10,Miami (OH),Miami (OH)
1125,1999,midwest,1,2,Utah,"Milwaukee, WI",15,Arkansas State,Utah
1126,1999,midwest,2,1,Michigan State,"Milwaukee, WI",9,Ole Miss,Michigan State
1127,1999,midwest,2,5,Charlotte,"Milwaukee, WI",13,Oklahoma,Oklahoma
1128,1999,midwest,2,6,Kansas,"New Orleans, LA",3,Kentucky,Kentucky
1129,1999,midwest,2,10,Miami (OH),"New Orleans, LA",2,Utah,Miami (OH)
1130,1999,midwest,3,1,Michigan State,"St. Louis, MO",13,Oklahoma,Michigan State
1131,1999,midwest,3,3,Kentucky,"St. Louis, MO",10,Miami (OH),Kentucky
1132,1999,midwest,4,1,Michigan State,"St. Louis, MO",3,Kentucky,Michigan State
1133,1999,south,1,1,Auburn,"Indianapolis, IN",16,Winthrop,Auburn
1134,1999,south,1,8,Syracuse,"Indianapolis, IN",9,Oklahoma State,Oklahoma State
1135,1999,south,1,5,UCLA,"Indianapolis, IN",12,Detroit,Detroit
1136,1999,south,1,4,Ohio State,"Indianapolis, IN",13,Murray State,Ohio State
1137,1999,south,1,6,Indiana,"Orlando, FL",11,George Washington,Indiana
1138,1999,south,1,3,St. John's (NY),"Orlando, FL",14,Samford,St. John's (NY)
1139,1999,south,1,7,Louisville,"Orlando, FL",10,Creighton,Creighton
1140,1999,south,1,2,Maryland,"Orlando, FL",15,Valparaiso,Maryland
1141,1999,south,2,1,Auburn,"Indianapolis, IN",9,Oklahoma State,Auburn
1142,1999,south,2,12,Detroit,"Indianapolis, IN",4,Ohio State,Ohio State
1143,1999,south,2,6,Indiana,"Orlando, FL",3,St. John's (NY),St. John's (NY)
1144,1999,south,2,10,Creighton,"Orlando, FL",2,Maryland,Maryland
1145,1999,south,3,1,Auburn,"Knoxville, KY",4,Ohio State,Ohio State
1146,1999,south,3,3,St. John's (NY),"Knoxville, KY",2,Maryland,St. John's (NY)
1147,1999,south,4,4,Ohio State,"Knoxville, KY",3,St. John's (NY),Ohio State
1148,1999,west,1,1,UConn,"Denver, CO",16,UTSA,UConn
1149,1999,west,1,8,Missouri,"Denver, CO",9,New Mexico,New Mexico
1150,1999,west,1,5,Iowa,"Denver, CO",12,Alabama-Birmingham,Iowa
1151,1999,west,1,4,Arkansas,"Denver, CO",13,Siena,Arkansas
1152,1999,west,1,6,Florida,"Seattle, WA",11,Penn,Florida
1153,1999,west,1,3,UNC,"Seattle, WA",14,Weber State,Weber State
1154,1999,west,1,7,Minnesota,"Seattle, WA",10,Gonzaga,Gonzaga
1155,1999,west,1,2,Stanford,"Seattle, WA",15,Alcorn State,Stanford
1156,1999,west,2,1,UConn,"Denver, CO",9,New Mexico,UConn
1157,1999,west,2,5,Iowa,"Denver, CO",4,Arkansas,Iowa
1158,1999,west,2,6,Florida,"Seattle, WA",14,Weber State,Florida
1159,1999,west,2,10,Gonzaga,"Seattle, WA",2,Stanford,Gonzaga
1160,1999,west,3,1,UConn,"Phoenix, AZ",5,Iowa,UConn
1161,1999,west,3,6,Florida,"Phoenix, AZ",10,Gonzaga,Gonzaga
1162,1999,west,4,1,UConn,"Phoenix, AZ",10,Gonzaga,UConn
1163,1999,final four,5,1,UConn,"St. Petersburg, FL",4,Ohio State,UConn
1164,1999,final four,5,1,Michigan State,"St. Petersburg, FL",1,Duke,Duke
1165,1999,final four,6,1,UConn,"St. Petersburg, FL",1,Duke,UConn
1166,1998,east,1,1,UNC,"Hartford, CT",16,Navy,UNC
1167,1998,east,1,8,Charlotte,"Hartford, CT",9,UIC,Charlotte
1168,1998,east,1,5,Princeton,"Hartford, CT",12,UNLV,Princeton
1169,1998,east,1,4,Michigan State,"Hartford, CT",13,Eastern Michigan,Michigan State
1170,1998,east,1,6,Xavier,"Washington, DC",11,Washington,Washington
1171,1998,east,1,3,South Carolina,"Washington, DC",14,Richmond,Richmond
1172,1998,east,1,7,Indiana,"Washington, DC",10,Oklahoma,Indiana
1173,1998,east,1,2,UConn,"Washington, DC",15,Fairleigh Dickinson,UConn
1174,1998,east,2,1,UNC,"Hartford, CT",8,Charlotte,UNC
1175,1998,east,2,5,Princeton,"Hartford, CT",4,Michigan State,Michigan State
1176,1998,east,2,11,Washington,"Washington, DC",14,Richmond,Washington
1177,1998,east,2,7,Indiana,"Washington, DC",2,UConn,UConn
1178,1998,east,3,1,UNC,"Greensboro, NC",4,Michigan State,UNC
1179,1998,east,3,11,Washington,"Greensboro, NC",2,UConn,UConn
1180,1998,east,4,1,UNC,"Greensboro, NC",2,UConn,UNC
1181,1998,midwest,1,1,Kansas,"Oklahoma City, OK",16,Prairie View,Kansas
1182,1998,midwest,1,8,Rhode Island,"Oklahoma City, OK",9,Murray State,Rhode Island
1183,1998,midwest,1,5,Texas Christian,"Oklahoma City, OK",12,Florida State,Florida State
1184,1998,midwest,1,4,Ole Miss,"Oklahoma City, OK",13,Valparaiso,Valparaiso
1185,1998,midwest,1,6,Clemson,"Chicago, IL",11,Western Michigan,Western Michigan
1186,1998,midwest,1,3,Stanford,"Chicago, IL",14,College of Charleston,Stanford
1187,1998,midwest,1,7,St. John's (NY),"Chicago, IL",10,Detroit,Detroit
1188,1998,midwest,1,2,Purdue,"Chicago, IL",15,Delaware,Purdue
1189,1998,midwest,2,1,Kansas,"Oklahoma City, OK",8,Rhode Island,Rhode Island
1190,1998,midwest,2,12,Florida State,"Oklahoma City, OK",13,Valparaiso,Valparaiso
1191,1998,midwest,2,11,Western Michigan,"Chicago, IL",3,Stanford,Stanford
1192,1998,midwest,2,10,Detroit,"Chicago, IL",2,Purdue,Purdue
1193,1998,midwest,3,8,Rhode Island,"St. Louis, MO",13,Valparaiso,Rhode Island
1194,1998,midwest,3,3,Stanford,"St. Louis, MO",2,Purdue,Stanford
1195,1998,midwest,4,8,Rhode Island,"St. Louis, MO",3,Stanford,Stanford
1196,1998,south,1,1,Duke,"Lexington, KY",16,Radford,Duke
1197,1998,south,1,8,Oklahoma State,"Lexington, KY",9,George Washington,Oklahoma State
1198,1998,south,1,5,Syracuse,"Lexington, KY",12,Iona,Syracuse
1199,1998,south,1,4,New Mexico,"Lexington, KY",13,Butler,New Mexico
1200,1998,south,1,6,UCLA,"Atlanta, GA",11,Miami (FL),UCLA
1201,1998,south,1,3,Michigan,"Atlanta, GA",14,Davidson,Michigan
1202,1998,south,1,7,UMass,"Atlanta, GA",10,Saint Louis,Saint Louis
1203,1998,south,1,2,Kentucky,"Atlanta, GA",15,South Carolina State,Kentucky
1204,1998,south,2,1,Duke,"Lexington, KY",8,Oklahoma State,Duke
1205,1998,south,2,5,Syracuse,"Lexington, KY",4,New Mexico,Syracuse
1206,1998,south,2,6,UCLA,"Atlanta, GA",3,Michigan,UCLA
1207,1998,south,2,10,Saint Louis,"Atlanta, GA",2,Kentucky,Kentucky
1208,1998,south,3,1,Duke,"St. Petersburg, FL",5,Syracuse,Duke
1209,1998,south,3,6,UCLA,"St. Petersburg, FL",2,Kentucky,Kentucky
1210,1998,south,4,1,Duke,"St. Petersburg, FL",2,Kentucky,Kentucky
1211,1998,west,1,1,Arizona,"Sacramento, CA",16,Nicholls State,Arizona
1212,1998,west,1,8,Tennessee,"Sacramento, CA",9,Illinois State,Illinois State
1213,1998,west,1,5,Illinois,"Sacramento, CA",12,South Alabama,Illinois
1214,1998,west,1,4,Maryland,"Sacramento, CA",13,Utah State,Maryland
1215,1998,west,1,6,Arkansas,"Boise, ID",11,Nebraska,Arkansas
1216,1998,west,1,3,Utah,"Boise, ID",14,San Francisco,Utah
1217,1998,west,1,7,Temple,"Boise, ID",10,West Virginia,West Virginia
1218,1998,west,1,2,Cincinnati,"Boise, ID",15,Northern Arizona,Cincinnati
1219,1998,west,2,1,Arizona,"Sacramento, CA",9,Illinois State,Arizona
1220,1998,west,2,5,Illinois,"Sacramento, CA",4,Maryland,Maryland
1221,1998,west,2,6,Arkansas,"Boise, ID",3,Utah,Utah
1222,1998,west,2,10,West Virginia,"Boise, ID",2,Cincinnati,West Virginia
1223,1998,west,3,1,Arizona,"Anaheim, CA",4,Maryland,Arizona
1224,1998,west,3,3,Utah,"Anaheim, CA",10,West Virginia,Utah
1225,1998,west,4,1,Arizona,"Anaheim, CA",3,Utah,Utah
1226,1998,final four,5,2,Kentucky,"San Antonio, TX",3,Stanford,Kentucky
1227,1998,final four,5,1,UNC,"San Antonio, TX",3,Utah,Utah
1228,1998,final four,6,2,Kentucky,"San Antonio, TX",3,Utah,Kentucky
1229,1997,east,1,1,UNC,"Winston-Salem, NC",16,Fairfield,UNC
1230,1997,east,1,8,Indiana,"Winston-Salem, NC",9,Colorado,Colorado
1231,1997,east,1,5,University of California,"Winston-Salem, NC",12,Princeton,University of California
1232,1997,east,1,4,Villanova,"Winston-Salem, NC",13,LIU-Brooklyn,Villanova
1233,1997,east,1,6,Louisville,"Pittsburgh, PA",11,UMass,Louisville
1234,1997,east,1,3,New Mexico,"Pittsburgh, PA",14,Old Dominion,New Mexico
1235,1997,east,1,7,Wisconsin,"Pittsburgh, PA",10,Texas,Texas
1236,1997,east,1,2,South Carolina,"Pittsburgh, PA",15,Coppin State,Coppin State
1237,1997,east,2,1,UNC,"Winston-Salem, NC",9,Colorado,UNC
1238,1997,east,2,5,University of California,"Winston-Salem, NC",4,Villanova,University of California
1239,1997,east,2,6,Louisville,"Pittsburgh, PA",3,New Mexico,Louisville
1240,1997,east,2,10,Texas,"Pittsburgh, PA",15,Coppin State,Texas
1241,1997,east,3,1,UNC,"Syracuse, NY",5,University of California,UNC
1242,1997,east,3,6,Louisville,"Syracuse, NY",10,Texas,Louisville
1243,1997,east,4,1,UNC,"Syracuse, NY",6,Louisville,UNC
1244,1997,midwest,1,1,Minnesota,"Kansas City, MO",16,Texas State,Minnesota
1245,1997,midwest,1,8,Ole Miss,"Kansas City, MO",9,Temple,Temple
1246,1997,midwest,1,5,Tulsa,"Kansas City, MO",12,Boston University,Tulsa
1247,1997,midwest,1,4,Clemson,"Kansas City, MO",13,Miami (OH),Clemson
1248,1997,midwest,1,6,Iowa State,"Auburn Hills, MI",11,Illinois State,Iowa State
1249,1997,midwest,1,3,Cincinnati,"Auburn Hills, MI",14,Butler,Cincinnati
1250,1997,midwest,1,7,Xavier,"Auburn Hills, MI",10,Vanderbilt,Xavier
1251,1997,midwest,1,2,UCLA,"Auburn Hills, MI",15,Charleston Southern,UCLA
1252,1997,midwest,2,1,Minnesota,"Kansas City, MO",9,Temple,Minnesota
1253,1997,midwest,2,5,Tulsa,"Kansas City, MO",4,Clemson,Clemson
1254,1997,midwest,2,6,Iowa State,"Auburn Hills, MI",3,Cincinnati,Iowa State
1255,1997,midwest,2,7,Xavier,"Auburn Hills, MI",2,UCLA,UCLA
1256,1997,midwest,3,1,Minnesota,"San Antonio, TX",4,Clemson,Minnesota
1257,1997,midwest,3,6,Iowa State,"San Antonio, TX",2,UCLA,UCLA
1258,1997,midwest,4,1,Minnesota,"San Antonio, TX",2,UCLA,Minnesota
1259,1997,southeast,1,1,Kansas,"Memphis, TN",16,Jackson State,Kansas
1260,1997,southeast,1,8,Purdue,"Memphis, TN",9,Rhode Island,Purdue
1261,1997,southeast,1,5,Maryland,"Memphis, TN",12,College of Charleston,College of Charleston
1262,1997,southeast,1,4,Arizona,"Memphis, TN",13,South Alabama,Arizona
1263,1997,southeast,1,6,Illinois,"Charlotte, NC",11,USC,Illinois
1264,1997,southeast,1,3,Georgia,"Charlotte, NC",14,Chattanooga,Chattanooga
1265,1997,southeast,1,7,Marquette,"Charlotte, NC",10,Providence,Providence
1266,1997,southeast,1,2,Duke,"Charlotte, NC",15,Murray State,Duke
1267,1997,southeast,2,1,Kansas,"Memphis, TN",8,Purdue,Kansas
1268,1997,southeast,2,12,College of Charleston,"Memphis, TN",4,Arizona,Arizona
1269,1997,southeast,2,6,Illinois,"Charlotte, NC",14,Chattanooga,Chattanooga
1270,1997,southeast,2,10,Providence,"Charlotte, NC",2,Duke,Providence
1271,1997,southeast,3,1,Kansas,"Birmingham, AL",4,Arizona,Arizona
1272,1997,southeast,3,14,Chattanooga,"Birmingham, AL",10,Providence,Providence
1273,1997,southeast,4,4,Arizona,"Birmingham, AL",10,Providence,Arizona
1274,1997,west,1,1,Kentucky,"Salt Lake City, UT",16,Montana,Kentucky
1275,1997,west,1,8,Iowa,"Salt Lake City, UT",9,Virginia,Iowa
1276,1997,west,1,5,Boston College,"Salt Lake City, UT",12,Valparaiso,Boston College
1277,1997,west,1,4,St. Joseph's,"Salt Lake City, UT",13,Pacific,St. Joseph's
1278,1997,west,1,6,Stanford,"Tucson, AZ",11,Oklahoma,Stanford
1279,1997,west,1,3,Wake Forest,"Tucson, AZ",14,Saint Mary's (CA),Wake Forest
1280,1997,west,1,7,Charlotte,"Tucson, AZ",10,Georgetown,Charlotte
1281,1997,west,1,2,Utah,"Tucson, AZ",15,Navy,Utah
1282,1997,west,2,1,Kentucky,"Salt Lake City, UT",8,Iowa,Kentucky
1283,1997,west,2,5,Boston College,"Salt Lake City, UT",4,St. Joseph's,St. Joseph's
1284,1997,west,2,6,Stanford,"Tucson, AZ",3,Wake Forest,Stanford
1285,1997,west,2,7,Charlotte,"Tucson, AZ",2,Utah,Utah
1286,1997,west,3,1,Kentucky,"San Jose, CA",4,St. Joseph's,Kentucky
1287,1997,west,3,6,Stanford,"San Jose, CA",2,Utah,Utah
1288,1997,west,4,1,Kentucky,"San Jose, CA",2,Utah,Kentucky
1289,1997,final four,5,4,Arizona,"Indianapolis, IN",1,UNC,Arizona
1290,1997,final four,5,1,Minnesota,"Indianapolis, IN",1,Kentucky,Kentucky
1291,1997,final four,6,4,Arizona,"Indianapolis, IN",1,Kentucky,Arizona
1292,1996,east,1,1,UMass,"Providence, RI",16,UCF,UMass
1293,1996,east,1,8,Bradley,"Providence, RI",9,Stanford,Stanford
1294,1996,east,1,5,Penn State,"Providence, RI",12,Arkansas,Arkansas
1295,1996,east,1,4,Marquette,"Providence, RI",13,Monmouth,Marquette
1296,1996,east,1,6,UNC,"Richmond, VA",11,New Orleans,UNC
1297,1996,east,1,3,Texas Tech,"Richmond, VA",14,Northern Illinois,Texas Tech
1298,1996,east,1,7,New Mexico,"Richmond, VA",10,Kansas State,New Mexico
1299,1996,east,1,2,Georgetown,"Richmond, VA",15,Mississippi Valley State,Georgetown
1300,1996,east,2,1,UMass,"Providence, RI",9,Stanford,UMass
1301,1996,east,2,12,Arkansas,"Providence, RI",4,Marquette,Arkansas
1302,1996,east,2,6,UNC,"Richmond, VA",3,Texas Tech,Texas Tech
1303,1996,east,2,7,New Mexico,"Richmond, VA",2,Georgetown,Georgetown
1304,1996,east,3,1,UMass,"Atlanta, GA",12,Arkansas,UMass
1305,1996,east,3,3,Texas Tech,"Atlanta, GA",2,Georgetown,Georgetown
1306,1996,east,4,1,UMass,"Atlanta, GA",2,Georgetown,UMass
1307,1996,midwest,1,1,Kentucky,"Dallas, TX",16,San Jose State,Kentucky
1308,1996,midwest,1,8,Green Bay,"Dallas, TX",9,Virginia Tech,Virginia Tech
1309,1996,midwest,1,5,Iowa State,"Dallas, TX",12,University of California,Iowa State
1310,1996,midwest,1,4,Utah,"Dallas, TX",13,Canisius,Utah
1311,1996,midwest,1,6,Louisville,"Milwaukee, WI",11,Tulsa,Louisville
1312,1996,midwest,1,3,Villanova,"Milwaukee, WI",14,Portland,Villanova
1313,1996,midwest,1,7,Michigan,"Milwaukee, WI",10,Texas,Texas
1314,1996,midwest,1,2,Wake Forest,"Milwaukee, WI",15,Louisiana-Monroe,Wake Forest
1315,1996,midwest,2,1,Kentucky,"Dallas, TX",9,Virginia Tech,Kentucky
1316,1996,midwest,2,5,Iowa State,"Dallas, TX",4,Utah,Utah
1317,1996,midwest,2,6,Louisville,"Milwaukee, WI",3,Villanova,Louisville
1318,1996,midwest,2,10,Texas,"Milwaukee, WI",2,Wake Forest,Wake Forest
1319,1996,midwest,3,1,Kentucky,"Minneapolis, MN",4,Utah,Kentucky
1320,1996,midwest,3,6,Louisville,"Minneapolis, MN",2,Wake Forest,Wake Forest
1321,1996,midwest,4,1,Kentucky,"Minneapolis, MN",2,Wake Forest,Kentucky
1322,1996,southeast,1,1,UConn,"Indianapolis, IN",16,Colgate,UConn
1323,1996,southeast,1,8,Duke,"Indianapolis, IN",9,Eastern Michigan,Eastern Michigan
1324,1996,southeast,1,5,Mississippi State,"Indianapolis, IN",12,VCU,Mississippi State
1325,1996,southeast,1,4,UCLA,"Indianapolis, IN",13,Princeton,Princeton
1326,1996,southeast,1,6,Indiana,"Orlando, FL",11,Boston College,Boston College
1327,1996,southeast,1,3,Georgia Tech,"Orlando, FL",14,Austin Peay,Georgia Tech
1328,1996,southeast,1,7,Temple,"Orlando, FL",10,Oklahoma,Temple
1329,1996,southeast,1,2,Cincinnati,"Orlando, FL",15,North Carolina-Greensboro,Cincinnati
1330,1996,southeast,2,1,UConn,"Indianapolis, IN",9,Eastern Michigan,UConn
1331,1996,southeast,2,5,Mississippi State,"Indianapolis, IN",13,Princeton,Mississippi State
1332,1996,southeast,2,11,Boston College,"Orlando, FL",3,Georgia Tech,Georgia Tech
1333,1996,southeast,2,7,Temple,"Orlando, FL",2,Cincinnati,Cincinnati
1334,1996,southeast,3,1,UConn,"Lexington, KY",5,Mississippi State,Mississippi State
1335,1996,southeast,3,3,Georgia Tech,"Lexington, KY",2,Cincinnati,Cincinnati
1336,1996,southeast,4,5,Mississippi State,"Lexington, KY",2,Cincinnati,Mississippi State
1337,1996,west,1,1,Purdue,"Albuquerque, NM",16,Western Carolina,Purdue
1338,1996,west,1,8,Georgia,"Albuquerque, NM",9,Clemson,Georgia
1339,1996,west,1,5,Memphis,"Albuquerque, NM",12,Drexel,Drexel
1340,1996,west,1,4,Syracuse,"Albuquerque, NM",13,Montana State,Syracuse
1341,1996,west,1,6,Iowa,"Tempe, AZ",11,George Washington,Iowa
1342,1996,west,1,3,Arizona,"Tempe, AZ",14,Valparaiso,Arizona
1343,1996,west,1,7,Maryland,"Tempe, AZ",10,Santa Clara,Santa Clara
1344,1996,west,1,2,Kansas,"Tempe, AZ",15,South Carolina State,Kansas
1345,1996,west,2,1,Purdue,"Albuquerque, NM",8,Georgia,Georgia
1346,1996,west,2,12,Drexel,"Albuquerque, NM",4,Syracuse,Syracuse
1347,1996,west,2,6,Iowa,"Tempe, AZ",3,Arizona,Arizona
1348,1996,west,2,10,Santa Clara,"Tempe, AZ",2,Kansas,Kansas
1349,1996,west,3,8,Georgia,"Denver, CO",4,Syracuse,Syracuse
1350,1996,west,3,3,Arizona,"Denver, CO",2,Kansas,Kansas
1351,1996,west,4,4,Syracuse,"Denver, CO",2,Kansas,Syracuse
1352,1996,final four,5,1,Kentucky,"East Rutherford, NJ",1,UMass,Kentucky
1353,1996,final four,5,5,Mississippi State,"East Rutherford, NJ",4,Syracuse,Syracuse
1354,1996,final four,6,1,Kentucky,"East Rutherford, NJ",4,Syracuse,Kentucky
1355,1995,east,1,1,Wake Forest,"Baltimore, MD",16,North Carolina A&T;,Wake Forest
1356,1995,east,1,8,Minnesota,"Baltimore, MD",9,Saint Louis,Saint Louis
1357,1995,east,1,5,Alabama,"Baltimore, MD",12,Penn,Alabama
1358,1995,east,1,4,Oklahoma State,"Baltimore, MD",13,Drexel,Oklahoma State
1359,1995,east,1,6,Tulsa,"Albany, NY",11,Illinois,Tulsa
1360,1995,east,1,3,Villanova,"Albany, NY",14,Old Dominion,Old Dominion
1361,1995,east,1,7,Charlotte,"Albany, NY",10,Stanford,Stanford
1362,1995,east,1,2,UMass,"Albany, NY",15,St. Peter's,UMass
1363,1995,east,2,1,Wake Forest,"Baltimore, MD",9,Saint Louis,Wake Forest
1364,1995,east,2,5,Alabama,"Baltimore, MD",4,Oklahoma State,Oklahoma State
1365,1995,east,2,6,Tulsa,"Albany, NY",14,Old Dominion,Tulsa
1366,1995,east,2,10,Stanford,"Albany, NY",2,UMass,UMass
1367,1995,east,3,1,Wake Forest,"East Rutherford, NJ",4,Oklahoma State,Oklahoma State
1368,1995,east,3,6,Tulsa,"East Rutherford, NJ",2,UMass,UMass
1369,1995,east,4,4,Oklahoma State,"East Rutherford, NJ",2,UMass,Oklahoma State
1370,1995,midwest,1,1,Kansas,"Dayton, OH",16,Colgate,Kansas
1371,1995,midwest,1,8,Western Kentucky,"Dayton, OH",9,Michigan,Western Kentucky
1372,1995,midwest,1,5,Arizona,"Dayton, OH",12,Miami (OH),Miami (OH)
1373,1995,midwest,1,4,Virginia,"Dayton, OH",13,Nicholls State,Virginia
1374,1995,midwest,1,6,Memphis,"Austin, TX",11,Louisville,Memphis
1375,1995,midwest,1,3,Purdue,"Austin, TX",14,Green Bay,Purdue
1376,1995,midwest,1,7,Syracuse,"Austin, TX",10,Southern Illinois,Syracuse
1377,1995,midwest,1,2,Arkansas,"Austin, TX",15,Texas Southern,Arkansas
1378,1995,midwest,2,1,Kansas,"Dayton, OH",8,Western Kentucky,Kansas
1379,1995,midwest,2,12,Miami (OH),"Dayton, OH",4,Virginia,Virginia
1380,1995,midwest,2,6,Memphis,"Austin, TX",3,Purdue,Memphis
1381,1995,midwest,2,7,Syracuse,"Austin, TX",2,Arkansas,Arkansas
1382,1995,midwest,3,1,Kansas,"Kansas City, MO",4,Virginia,Virginia
1383,1995,midwest,3,6,Memphis,"Kansas City, MO",2,Arkansas,Arkansas
1384,1995,midwest,4,4,Virginia,"Kansas City, MO",2,Arkansas,Arkansas
1385,1995,southeast,1,1,Kentucky,"Memphis, TN",16,Mount St. Mary's,Kentucky
1386,1995,southeast,1,8,BYU,"Memphis, TN",9,Tulane,Tulane
1387,1995,southeast,1,5,Arizona State,"Memphis, TN",12,Ball State,Arizona State
1388,1995,southeast,1,4,Oklahoma,"Memphis, TN",13,Manhattan,Manhattan
1389,1995,southeast,1,6,Georgetown,"Tallahassee, FL",11,Xavier,Georgetown
1390,1995,southeast,1,3,Michigan State,"Tallahassee, FL",14,Weber State,Weber State
1391,1995,southeast,1,7,Iowa State,"Tallahassee, FL",10,Florida,Iowa State
1392,1995,southeast,1,2,UNC,"Tallahassee, FL",15,Murray State,UNC
1393,1995,southeast,2,1,Kentucky,"Memphis, TN",9,Tulane,Kentucky
1394,1995,southeast,2,5,Arizona State,"Memphis, TN",13,Manhattan,Arizona State
1395,1995,southeast,2,6,Georgetown,"Tallahassee, FL",14,Weber State,Georgetown
1396,1995,southeast,2,7,Iowa State,"Tallahassee, FL",2,UNC,UNC
1397,1995,southeast,3,1,Kentucky,"Birmingham, AL",5,Arizona State,Kentucky
